entry,at,order
"Flop:  [7♠, 8♥, 2♠]",2023-08-22T05:07:06.790Z,169268082679000
"""Hovz @ HXcCbLW4VE"" calls 3.50",2023-08-22T05:07:05.943Z,169268082594300
"""AP @ QgKoltaull"" folds",2023-08-22T05:06:57.486Z,169268081748600
"""Douglas @ dH7QCutUI5"" raises to 3.50",2023-08-22T05:06:55.900Z,169268081590000
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:06:53.700Z,169268081370000
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T05:06:50.752Z,169268081075207
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T05:06:50.752Z,169268081075206
"Your hand is A♣, 7♥",2023-08-22T05:06:50.752Z,169268081075205
"Player stacks: #1 ""AP @ QgKoltaull"" (117.40) | #2 ""Hovz @ HXcCbLW4VE"" (108.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (268.50) | #7 ""Douglas @ dH7QCutUI5"" (60.50)",2023-08-22T05:06:50.752Z,169268081075201
"-- starting hand #230 (id: ctqpbmwxbxhm)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:06:50.752Z,169268081075200
"-- ending hand #229 --",2023-08-22T05:06:47.844Z,169268080784402
"""AP @ QgKoltaull"" collected 10.50 from pot",2023-08-22T05:06:47.844Z,169268080784401
"Uncalled bet of 6.50 returned to ""AP @ QgKoltaull""",2023-08-22T05:06:47.844Z,169268080784400
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:06:46.987Z,169268080698700
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:06:38.010Z,169268079801000
"""AP @ QgKoltaull"" raises to 11.00",2023-08-22T05:06:36.379Z,169268079637900
"""Douglas @ dH7QCutUI5"" raises to 4.50",2023-08-22T05:06:27.764Z,169268078776400
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:06:09.481Z,169268076948100
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:06:08.535Z,169268076853500
"""Hovz @ HXcCbLW4VE"" posts a missed big blind of 1.00",2023-08-22T05:06:06.306Z,169268076630610
"""Hovz @ HXcCbLW4VE"" posts a missing small blind of 0.50",2023-08-22T05:06:06.306Z,169268076630609
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T05:06:06.306Z,169268076630608
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:06:06.306Z,169268076630607
"Your hand is 9♥, Q♣",2023-08-22T05:06:06.306Z,169268076630606
"Player stacks: #1 ""AP @ QgKoltaull"" (111.40) | #2 ""Hovz @ HXcCbLW4VE"" (110.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (268.50) | #7 ""Douglas @ dH7QCutUI5"" (65.00)",2023-08-22T05:06:06.306Z,169268076630602
"-- starting hand #229 (id: k2jtyiyzbee9)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:06:06.306Z,169268076630601
"The player ""Hovz @ HXcCbLW4VE"" joined the game with a stack of 110.00.",2023-08-22T05:06:06.306Z,169268076630600
"-- ending hand #228 --",2023-08-22T05:06:03.386Z,169268076338602
"""Douglas @ dH7QCutUI5"" collected 1.00 from pot",2023-08-22T05:06:03.386Z,169268076338601
"Uncalled bet of 0.50 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T05:06:03.386Z,169268076338600
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:06:02.561Z,169268076256100
"""AP @ QgKoltaull"" folds",2023-08-22T05:06:01.130Z,169268076113000
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:05:59.880Z,169268075988006
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:05:59.880Z,169268075988005
"Your hand is J♦, 5♣",2023-08-22T05:05:59.880Z,169268075988004
"Player stacks: #1 ""AP @ QgKoltaull"" (111.40) | #4 ""Actionjackson @ 0OGSYDkE-B"" (269.00) | #7 ""Douglas @ dH7QCutUI5"" (64.50)",2023-08-22T05:05:59.880Z,169268075988001
"-- starting hand #228 (id: 8kgnpkhcgt13)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T05:05:59.880Z,169268075988000
"-- ending hand #227 --",2023-08-22T05:05:56.957Z,169268075695702
"""Actionjackson @ 0OGSYDkE-B"" collected 1.00 from pot",2023-08-22T05:05:56.957Z,169268075695701
"Uncalled bet of 0.50 returned to ""Actionjackson @ 0OGSYDkE-B""",2023-08-22T05:05:56.957Z,169268075695700
"""AP @ QgKoltaull"" folds",2023-08-22T05:05:56.083Z,169268075608300
"The player ""Hovz @ HXcCbLW4VE"" sit back with the stack of 110.00.",2023-08-22T05:05:53.167Z,169268075316700
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:05:52.948Z,169268075294800
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:05:52.036Z,169268075203606
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T05:05:52.036Z,169268075203605
"Your hand is 3♣, 4♠",2023-08-22T05:05:52.036Z,169268075203604
"Player stacks: #1 ""AP @ QgKoltaull"" (111.90) | #4 ""Actionjackson @ 0OGSYDkE-B"" (268.50) | #7 ""Douglas @ dH7QCutUI5"" (64.50)",2023-08-22T05:05:52.036Z,169268075203601
"-- starting hand #227 (id: nubdrhogdzh4)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:05:52.036Z,169268075203600
"-- ending hand #226 --",2023-08-22T05:05:45.930Z,169268074593003
"""Actionjackson @ 0OGSYDkE-B"" shows a 8♣, 9♠.",2023-08-22T05:05:45.930Z,169268074593002
"""AP @ QgKoltaull"" collected 26.50 from pot with Two Pair, A's & Q's (combination: A♥, A♦, Q♥, Q♦, K♦)",2023-08-22T05:05:45.930Z,169268074593001
"""AP @ QgKoltaull"" shows a A♥, Q♥.",2023-08-22T05:05:45.930Z,169268074593000
"""AP @ QgKoltaull"" calls 8.00",2023-08-22T05:05:45.117Z,169268074511700
"""Actionjackson @ 0OGSYDkE-B"" raises to 8.00",2023-08-22T05:05:43.198Z,169268074319800
"""AP @ QgKoltaull"" bets 1.00",2023-08-22T05:05:39.330Z,169268073933000
"River: K♦, Q♦, 9♣, 7♦ [A♦]",2023-08-22T05:05:34.917Z,169268073491700
"""Actionjackson @ 0OGSYDkE-B"" calls 1.00",2023-08-22T05:05:34.107Z,169268073410700
"""AP @ QgKoltaull"" bets 1.00",2023-08-22T05:05:32.477Z,169268073247700
"Turn: K♦, Q♦, 9♣ [7♦]",2023-08-22T05:05:27.702Z,169268072770200
"""Actionjackson @ 0OGSYDkE-B"" calls 1.00",2023-08-22T05:05:26.860Z,169268072686000
"""AP @ QgKoltaull"" bets 1.00",2023-08-22T05:05:24.978Z,169268072497800
"Flop:  [K♦, Q♦, 9♣]",2023-08-22T05:05:19.468Z,169268071946800
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:05:18.659Z,169268071865900
"""AP @ QgKoltaull"" raises to 3.00",2023-08-22T05:05:15.508Z,169268071550800
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:05:10.437Z,169268071043700
"""Actionjackson @ 0OGSYDkE-B"" calls 1.00",2023-08-22T05:05:09.565Z,169268070956500
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T05:05:05.394Z,169268070539406
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:05:05.394Z,169268070539405
"Your hand is K♣, 2♠",2023-08-22T05:05:05.394Z,169268070539404
"Player stacks: #1 ""AP @ QgKoltaull"" (98.40) | #4 ""Actionjackson @ 0OGSYDkE-B"" (281.50) | #7 ""Douglas @ dH7QCutUI5"" (65.00)",2023-08-22T05:05:05.394Z,169268070539401
"-- starting hand #226 (id: zie5ftxrotkh)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:05:05.394Z,169268070539400
"-- ending hand #225 --",2023-08-22T05:04:59.376Z,169268069937603
"""Actionjackson @ 0OGSYDkE-B"" shows a 7♠, 10♠.",2023-08-22T05:04:59.376Z,169268069937602
"""Douglas @ dH7QCutUI5"" collected 5.00 from pot with Two Pair, A's & 5's (combination: A♥, A♠, 5♠, 5♣, K♦)",2023-08-22T05:04:59.376Z,169268069937601
"""Douglas @ dH7QCutUI5"" shows a 10♥, 5♠.",2023-08-22T05:04:59.376Z,169268069937600
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:04:58.539Z,169268069853900
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:04:57.669Z,169268069766900
"River: A♥, 5♣, 8♦, A♠ [K♦]",2023-08-22T05:04:56.312Z,169268069631200
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:04:55.477Z,169268069547700
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:04:53.938Z,169268069393800
"Turn: A♥, 5♣, 8♦ [A♠]",2023-08-22T05:04:52.512Z,169268069251200
"""Actionjackson @ 0OGSYDkE-B"" calls 1.50",2023-08-22T05:04:51.697Z,169268069169700
"""Douglas @ dH7QCutUI5"" bets 1.50",2023-08-22T05:04:46.477Z,169268068647700
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:04:43.545Z,169268068354500
"Flop:  [A♥, 5♣, 8♦]",2023-08-22T05:04:41.686Z,169268068168600
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:04:40.838Z,169268068083800
"""Actionjackson @ 0OGSYDkE-B"" calls 1.00",2023-08-22T05:04:37.223Z,169268067722300
"""AP @ QgKoltaull"" folds",2023-08-22T05:04:34.779Z,169268067477900
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:04:08.154Z,169268064815406
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:04:08.154Z,169268064815405
"Your hand is 10♥, 5♠",2023-08-22T05:04:08.154Z,169268064815404
"Player stacks: #1 ""AP @ QgKoltaull"" (98.40) | #4 ""Actionjackson @ 0OGSYDkE-B"" (284.00) | #7 ""Douglas @ dH7QCutUI5"" (62.50)",2023-08-22T05:04:08.154Z,169268064815401
"-- starting hand #225 (id: kegrgmo1o5v9)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T05:04:08.154Z,169268064815400
"-- ending hand #224 --",2023-08-22T05:04:05.219Z,169268064521902
"""Actionjackson @ 0OGSYDkE-B"" collected 6.50 from pot",2023-08-22T05:04:05.219Z,169268064521901
"Uncalled bet of 4.00 returned to ""Actionjackson @ 0OGSYDkE-B""",2023-08-22T05:04:05.219Z,169268064521900
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:04:04.408Z,169268064440800
"""Actionjackson @ 0OGSYDkE-B"" bets 4.00",2023-08-22T05:04:01.778Z,169268064177800
"Flop:  [4♠, 6♣, 7♣]",2023-08-22T05:03:56.610Z,169268063661000
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:03:55.777Z,169268063577700
"""AP @ QgKoltaull"" folds",2023-08-22T05:03:54.654Z,169268063465400
"""Douglas @ dH7QCutUI5"" raises to 3.00",2023-08-22T05:03:53.016Z,169268063301600
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:03:50.716Z,169268063071606
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T05:03:50.716Z,169268063071605
"Your hand is K♥, 9♠",2023-08-22T05:03:50.716Z,169268063071604
"Player stacks: #1 ""AP @ QgKoltaull"" (98.90) | #4 ""Actionjackson @ 0OGSYDkE-B"" (280.50) | #7 ""Douglas @ dH7QCutUI5"" (65.50)",2023-08-22T05:03:50.716Z,169268063071601
"-- starting hand #224 (id: ysyvqnfl68ps)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:03:50.716Z,169268063071600
"-- ending hand #223 --",2023-08-22T05:03:47.774Z,169268062777402
"""AP @ QgKoltaull"" collected 14.00 from pot",2023-08-22T05:03:47.774Z,169268062777401
"Uncalled bet of 16.00 returned to ""AP @ QgKoltaull""",2023-08-22T05:03:47.774Z,169268062777400
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:03:46.933Z,169268062693300
"""AP @ QgKoltaull"" bets 16.00",2023-08-22T05:03:45.604Z,169268062560400
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:03:38.010Z,169268061801000
"Flop:  [A♦, Q♠, 5♠]",2023-08-22T05:03:36.800Z,169268061680000
"""Douglas @ dH7QCutUI5"" calls 7.00",2023-08-22T05:03:35.983Z,169268061598300
"""AP @ QgKoltaull"" raises to 7.00",2023-08-22T05:03:34.396Z,169268061439600
"""Douglas @ dH7QCutUI5"" raises to 3.00",2023-08-22T05:03:30.252Z,169268061025200
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:03:26.704Z,169268060670400
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T05:03:25.329Z,169268060532906
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:03:25.329Z,169268060532905
"Your hand is K♣, 6♣",2023-08-22T05:03:25.329Z,169268060532904
"Player stacks: #1 ""AP @ QgKoltaull"" (91.90) | #4 ""Actionjackson @ 0OGSYDkE-B"" (280.50) | #7 ""Douglas @ dH7QCutUI5"" (72.50)",2023-08-22T05:03:25.329Z,169268060532901
"-- starting hand #223 (id: 5kylbsm0swvl)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:03:25.329Z,169268060532900
"-- ending hand #222 --",2023-08-22T05:03:22.392Z,169268060239202
"""Douglas @ dH7QCutUI5"" collected 5.00 from pot",2023-08-22T05:03:22.392Z,169268060239201
"Uncalled bet of 2.50 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T05:03:22.392Z,169268060239200
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:03:21.530Z,169268060153000
"""Douglas @ dH7QCutUI5"" bets 2.50",2023-08-22T05:03:19.609Z,169268059960900
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:03:16.804Z,169268059680400
"Flop:  [K♥, 7♠, A♠]",2023-08-22T05:03:14.317Z,169268059431700
"""Douglas @ dH7QCutUI5"" calls 2.50",2023-08-22T05:03:13.482Z,169268059348200
"""Actionjackson @ 0OGSYDkE-B"" raises to 2.50",2023-08-22T05:03:12.499Z,169268059249900
"""AP @ QgKoltaull"" folds",2023-08-22T05:03:08.515Z,169268058851500
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:03:07.240Z,169268058724006
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:03:07.240Z,169268058724005
"Your hand is 7♥, J♠",2023-08-22T05:03:07.240Z,169268058724004
"Player stacks: #1 ""AP @ QgKoltaull"" (91.90) | #4 ""Actionjackson @ 0OGSYDkE-B"" (283.00) | #7 ""Douglas @ dH7QCutUI5"" (70.00)",2023-08-22T05:03:07.240Z,169268058724001
"-- starting hand #222 (id: hudbef2jqjlr)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T05:03:07.240Z,169268058724000
"-- ending hand #221 --",2023-08-22T05:03:01.223Z,169268058122302
"""Actionjackson @ 0OGSYDkE-B"" collected 38.50 from pot with Two Pair, A's & J's (combination: A♣, A♠, J♣, J♠, 7♣)",2023-08-22T05:03:01.223Z,169268058122301
"""Actionjackson @ 0OGSYDkE-B"" shows a J♣, J♠.",2023-08-22T05:03:01.223Z,169268058122300
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:03:00.414Z,169268058041400
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:02:59.456Z,169268057945600
"River: A♣, 7♣, 6♦, 2♣ [A♠]",2023-08-22T05:02:57.471Z,169268057747100
"""Actionjackson @ 0OGSYDkE-B"" calls 10.00",2023-08-22T05:02:56.614Z,169268057661400
"""Douglas @ dH7QCutUI5"" bets 10.00",2023-08-22T05:02:55.081Z,169268057508100
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:02:51.570Z,169268057157000
"Turn: A♣, 7♣, 6♦ [2♣]",2023-08-22T05:02:44.313Z,169268056431300
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:02:43.483Z,169268056348300
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:02:38.776Z,169268055877600
"Flop:  [A♣, 7♣, 6♦]",2023-08-22T05:02:36.774Z,169268055677400
"""AP @ QgKoltaull"" folds",2023-08-22T05:02:35.951Z,169268055595100
"""Douglas @ dH7QCutUI5"" calls 8.00",2023-08-22T05:02:34.415Z,169268055441500
"""Actionjackson @ 0OGSYDkE-B"" raises to 8.00",2023-08-22T05:02:32.624Z,169268055262400
"""AP @ QgKoltaull"" calls 2.50",2023-08-22T05:02:27.885Z,169268054788500
"""Douglas @ dH7QCutUI5"" raises to 2.50",2023-08-22T05:02:25.502Z,169268054550200
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:02:20.155Z,169268054015506
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T05:02:20.155Z,169268054015505
"Your hand is 9♣, 10♦",2023-08-22T05:02:20.155Z,169268054015504
"Player stacks: #1 ""AP @ QgKoltaull"" (94.40) | #4 ""Actionjackson @ 0OGSYDkE-B"" (262.50) | #7 ""Douglas @ dH7QCutUI5"" (88.00)",2023-08-22T05:02:20.155Z,169268054015501
"-- starting hand #221 (id: gicxamcxohko)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:02:20.155Z,169268054015500
"-- ending hand #220 --",2023-08-22T05:02:17.157Z,169268053715702
"""Actionjackson @ 0OGSYDkE-B"" collected 2.50 from pot",2023-08-22T05:02:17.157Z,169268053715701
"Uncalled bet of 1.00 returned to ""Actionjackson @ 0OGSYDkE-B""",2023-08-22T05:02:17.157Z,169268053715700
"""AP @ QgKoltaull"" folds",2023-08-22T05:02:16.265Z,169268053626500
"""Actionjackson @ 0OGSYDkE-B"" bets 1.00",2023-08-22T05:02:15.224Z,169268053522400
"""AP @ QgKoltaull"" checks",2023-08-22T05:02:10.930Z,169268053093000
"Flop:  [9♣, K♣, Q♥]",2023-08-22T05:02:09.237Z,169268052923700
"""AP @ QgKoltaull"" checks",2023-08-22T05:02:08.385Z,169268052838500
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:02:05.485Z,169268052548500
"""Actionjackson @ 0OGSYDkE-B"" calls 1.00",2023-08-22T05:02:04.595Z,169268052459500
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T05:02:01.824Z,169268052182406
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:02:01.824Z,169268052182405
"Your hand is 2♥, 6♦",2023-08-22T05:02:01.824Z,169268052182404
"Player stacks: #1 ""AP @ QgKoltaull"" (95.40) | #4 ""Actionjackson @ 0OGSYDkE-B"" (261.00) | #7 ""Douglas @ dH7QCutUI5"" (88.50)",2023-08-22T05:02:01.824Z,169268052182401
"-- starting hand #220 (id: y4xyi5nkir3k)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:02:01.824Z,169268052182400
"-- ending hand #219 --",2023-08-22T05:01:58.898Z,169268051889802
"""Actionjackson @ 0OGSYDkE-B"" collected 2.00 from pot",2023-08-22T05:01:58.898Z,169268051889801
"Uncalled bet of 2.00 returned to ""Actionjackson @ 0OGSYDkE-B""",2023-08-22T05:01:58.898Z,169268051889800
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:01:58.071Z,169268051807100
"""Actionjackson @ 0OGSYDkE-B"" raises to 3.00",2023-08-22T05:01:55.861Z,169268051586100
"""AP @ QgKoltaull"" folds",2023-08-22T05:01:52.313Z,169268051231300
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:01:49.590Z,169268050959006
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:01:49.590Z,169268050959005
"Your hand is 7♥, Q♣",2023-08-22T05:01:49.590Z,169268050959004
"Player stacks: #1 ""AP @ QgKoltaull"" (95.40) | #4 ""Actionjackson @ 0OGSYDkE-B"" (260.00) | #7 ""Douglas @ dH7QCutUI5"" (89.50)",2023-08-22T05:01:49.590Z,169268050959001
"-- starting hand #219 (id: kqrgs4fotx6b)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T05:01:49.590Z,169268050959000
"-- ending hand #218 --",2023-08-22T05:01:46.669Z,169268050666902
"""Douglas @ dH7QCutUI5"" collected 5.50 from pot",2023-08-22T05:01:46.669Z,169268050666901
"Uncalled bet of 2.75 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T05:01:46.669Z,169268050666900
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:01:45.865Z,169268050586500
"""Douglas @ dH7QCutUI5"" bets 2.75",2023-08-22T05:01:43.735Z,169268050373500
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:01:39.937Z,169268049993700
"Flop:  [A♦, Q♣, 10♣]",2023-08-22T05:01:38.292Z,169268049829200
"""Actionjackson @ 0OGSYDkE-B"" calls 2.50",2023-08-22T05:01:37.489Z,169268049748900
"""AP @ QgKoltaull"" folds",2023-08-22T05:01:35.713Z,169268049571300
"""Douglas @ dH7QCutUI5"" raises to 2.50",2023-08-22T05:01:34.295Z,169268049429500
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:01:31.970Z,169268049197006
"""AP @ QgKoltaull"" posts a small blind of 0.50",2023-08-22T05:01:31.970Z,169268049197005
"Your hand is J♠, 8♠",2023-08-22T05:01:31.970Z,169268049197004
"Player stacks: #1 ""AP @ QgKoltaull"" (95.90) | #4 ""Actionjackson @ 0OGSYDkE-B"" (262.50) | #7 ""Douglas @ dH7QCutUI5"" (86.50)",2023-08-22T05:01:31.970Z,169268049197001
"-- starting hand #218 (id: hpuhpaq1iwqf)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:01:31.970Z,169268049197000
"-- ending hand #217 --",2023-08-22T05:01:29.041Z,169268048904102
"""Douglas @ dH7QCutUI5"" collected 21.00 from pot",2023-08-22T05:01:29.041Z,169268048904101
"Uncalled bet of 9.50 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T05:01:29.041Z,169268048904100
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:01:28.223Z,169268048822300
"""Douglas @ dH7QCutUI5"" bets 9.50",2023-08-22T05:01:11.780Z,169268047178000
"Flop:  [4♣, 2♦, 2♠]",2023-08-22T05:01:08.401Z,169268046840100
"""Actionjackson @ 0OGSYDkE-B"" calls 10.00",2023-08-22T05:01:07.578Z,169268046757800
"""AP @ QgKoltaull"" folds",2023-08-22T05:01:05.405Z,169268046540500
"""Douglas @ dH7QCutUI5"" raises to 10.00",2023-08-22T05:01:04.392Z,169268046439200
"""Actionjackson @ 0OGSYDkE-B"" raises to 3.00",2023-08-22T05:01:02.099Z,169268046209900
"""AP @ QgKoltaull"" posts a big blind of 1.00",2023-08-22T05:00:57.124Z,169268045712407
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:00:57.124Z,169268045712406
"Your hand is 9♦, 9♥",2023-08-22T05:00:57.124Z,169268045712405
"Player stacks: #1 ""AP @ QgKoltaull"" (96.90) | #4 ""Actionjackson @ 0OGSYDkE-B"" (272.50) | #7 ""Douglas @ dH7QCutUI5"" (75.50)",2023-08-22T05:00:57.124Z,169268045712402
"-- starting hand #217 (id: iexndmkswzgn)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:00:57.124Z,169268045712401
"The player ""Idealized @ gU55YqI6kt"" stand up with the stack of 134.50.",2023-08-22T05:00:57.124Z,169268045712400
"-- ending hand #216 --",2023-08-22T05:00:54.119Z,169268045411902
"""AP @ QgKoltaull"" collected 17.50 from pot",2023-08-22T05:00:54.119Z,169268045411901
"Uncalled bet of 16.00 returned to ""AP @ QgKoltaull""",2023-08-22T05:00:54.119Z,169268045411900
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:00:53.275Z,169268045327500
"""AP @ QgKoltaull"" raises to 20.00",2023-08-22T05:00:51.418Z,169268045141800
"""Douglas @ dH7QCutUI5"" bets 4.00",2023-08-22T05:00:45.609Z,169268044560900
"Flop:  [9♦, 6♥, Q♥]",2023-08-22T05:00:40.691Z,169268044069100
"""AP @ QgKoltaull"" calls 4.50",2023-08-22T05:00:39.789Z,169268043978900
"""Douglas @ dH7QCutUI5"" raises to 4.50",2023-08-22T05:00:36.222Z,169268043622200
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:00:32.620Z,169268043262000
"""AP @ QgKoltaull"" calls 1.00",2023-08-22T05:00:30.112Z,169268043011200
"""Idealized @ gU55YqI6kt"" folds",2023-08-22T05:00:28.364Z,169268042836400
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:00:26.348Z,169268042634807
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:00:26.348Z,169268042634806
"Your hand is A♠, 4♠",2023-08-22T05:00:26.348Z,169268042634804
"Player stacks: #1 ""AP @ QgKoltaull"" (87.90) | #4 ""Actionjackson @ 0OGSYDkE-B"" (273.00) | #7 ""Douglas @ dH7QCutUI5"" (84.00) | #9 ""Idealized @ gU55YqI6kt"" (134.50)",2023-08-22T05:00:26.348Z,169268042634801
"-- starting hand #216 (id: 7uyox4hnb6bi)  (No Limit Texas Hold'em) (dealer: ""AP @ QgKoltaull"") --",2023-08-22T05:00:26.348Z,169268042634800
